"sentence_text";"label_binary";"label_component"
"Las máquinas que hacían funcionar los primeros videojuegos eran domésticas";"argumentative";"claim"
"Fermigier hizo un estudio de la técnica de Picasso. ";"argumentative";"claim"
"El pancracio es un tipo de deporte ecuestre.";"argumentative";"claim"
"Los prototipos se comercializaron";"argumentative";"claim"
"El nombre de ""juegos intercalados"" es casual, ya que viene por ser los segundos juegos que tuvieron lugar en la tercera Olimpiada.";"argumentative";"claim"
"Su funcional principal no es la de ejecutar videojuegos, sino la búsqueda de  todo tipo de información.";"argumentative";"claim"
"El artista malagueño no se vió tentado por ilustrar los libros.";"argumentative";"claim"
"La isla de Quíos, que se encuentra en el mar Egeo, pertenece a la ciudad italiana de Génova.";"argumentative";"claim"
"A pesar de las ganancias que dejó la guerra, la economía de la Unión Soviética se redujo.";"argumentative";"claim"
"La sede de la Comisión Europea se ubica en Francia. ";"argumentative";"claim"
"El tío de Picasso quería que Pablo se dedicara al servicio militar.";"argumentative";"claim"
"Más de una persona puede jugar con los videojuegos.";"argumentative";"claim"
"En ese momento se decía que la URSS iba a separarse y dejaría de ser una ""unión"".";"argumentative";"claim"
"Colón no hizo más de cuatro viajes a América";"argumentative";"claim"
"Las teorías secundarias afirman que el origen de Cristóbal Colón dejo de ser un enigma al encontrar documentación referente a sus orígenes y ascendencia.";"argumentative";"claim"
"El sucesor del líder del partido Nikita Jrushchov fue Leonid Brézhnev, quien introdujo ciertos cambios en el poder ejecutivo.";"argumentative";"claim"
"En 1900 Picasso viajó en el tiempo hasta el momento que se apagó la última estrella del universo y ahí se quedó tomando una cervecita.";"argumentative";"claim"
"Como todos usan el teléfono para llamar, su función principal no es la de reproducir videojuegos.";"argumentative";"claim"
"Es imposible que la Unión Europea de Radiodifusión pagara más que CBS.";"argumentative";"claim"
"Pablo y Eva veían factible la mudanza al nuevo estudio.";"argumentative";"claim"
"Los programas de cáracter lúdico no se encontraban fácilmente";"argumentative";"claim"
"El cubismo frío empezó con la obra picassiana Naturaleza muerta: guitarra, periódico, vaso y as de trébol.";"argumentative";"claim"
"Brunéi, Catar y Arabia Saudita son los únicos países que envían deportistas masculinos a los juegos.";"argumentative";"claim"
"La URSS premeditó con cuidado todos los métodos posibles de defensa de sus fronteras occidentales en caso de un ataque.";"argumentative";"claim"
"Los videojuegos de un mismo género pueden presentar ciertas similitudes según la perspectiva visual.";"argumentative";"claim"
"Cuando se vulnera un tratado se puede acudir a la Comisión Europea para que tome cartas en el asunto. ";"argumentative";"claim"
"Picasso no quería ser famoso";"argumentative";"claim"
"Los agricultures reciben demasiado dinero, según los detractores de la Política Agrícola Común.";"argumentative";"claim"
"La tía de Fernando II de Aragón, Inés Enríquez, negó la ayuda al conquistador genovés que le presentó su proyecto.";"argumentative";"claim"
"Los bolcheviques nunca gobernaron en la Unión Soviética.";"argumentative";"claim"
"Picasso pasó las navidades con Eva en la capital catalana.";"argumentative";"claim"
"Zeus construyó el estadio olímpico para su hijo Píndaro";"argumentative";"claim"
"El famoso navegante no estuvo informado de longitud de la circunferencia de la Tierra y tampoco sabía la distancia entre las Islas Canarias y Cipango.";"argumentative";"claim"
"Se podía viajar desde la capital catalana hasta Céret.";"argumentative";"claim"
"El sucesor del líder del partido Leonid Brézhnev fue Nikita Jrushchov, quien introdujo ciertos cambios en el poder ejecutivo.";"argumentative";"claim"
"El primer ser vivo en el espacio exterior fue una perra rusa.";"argumentative";"claim"
"La industria de los videojuegos ha creado muy pocos puestos de trabajo en los últimos años, aunque más de cien mil personas trabajan en este campo.";"argumentative";"claim"
"Jacint Salvadó ha sido retratado varias veces, algunas veces por Picasso disfrazado de arlequín.";"argumentative";"claim"
"En Francia el verano es cálido.";"argumentative";"claim"
"China y la Unión Soviética mantuvieron una estrecha relación hasta finales de los años 50.";"argumentative";"claim"
"Los países latinoamericanos dejaron de unirse en grupos regionales cuando la UE quiso llegar a acuerdos de libre comercio.";"argumentative";"claim"
"Estos eventos no presentan grandes costos, ya que tienen grandes beneificios.";"argumentative";"claim"
"Carlos Casagemas era un amigo de Picasso.";"argumentative";"claim"
"Los embajadores extranjeros siempre fueron bien recibidos en la Unión Soviética. ";"argumentative";"claim"
"Hasta 2007 no se admitió que la Constitución europea no había sido un proyecto exitoso.";"argumentative";"claim"
"En los juegos de empatía los jugadores tienen que resolver ecuaciones matemáticas.";"argumentative";"claim"
"Las máquinas recreativas no estan consideradas aparatos domésticos";"argumentative";"claim"
"Cuando se empezaron a desarrollar los juegos artísticos, uno de los modelos a seguir fue Duchamp";"argumentative";"claim"
"La Naturaleza muerta marcó el comienzo del período rosa.";"argumentative";"claim"
"Mens sana in corpore sano no significa ""la vida es corta, pásatelo bien y no te preocupes por estar sano"".";"argumentative";"claim"
"El PC u ordenador personal tiene varias funciones, entre ellas, ejecutar videojuegos.";"argumentative";"claim"
"Del 1601 al 1700 había documentación de eventos deportivos. ";"argumentative";"claim"
"La Unión Soviética fue compuesta por tres repúblicas: Rusia, Bielorrusia y Ucrania.";"argumentative";"claim"
"En el siglo XIX existía la nobleza.";"argumentative";"claim"
"El pintor del Guernica se mudó a Francia en verano. ";"argumentative";"claim"
"La parte conservadora de la Unión Soviética defendía más medidas neoliberales a favor del capital.";"argumentative";"claim"
"Gracias a la guerra de Granada, la Reconquista de los reinos cristianos finalizó.";"argumentative";"claim"
"El descubridor de América nunca recibió unas acusaciones de brutalidad que debía investigar Bobadilla.";"argumentative";"claim"
"El hijo de Zeus, Heracles, es el creador de los Juegos Olímpicos.";"argumentative";"claim"
"Las memorias de Cristóbal Colón están comprobadas";"argumentative";"claim"
"Después de los Tratados de Roma se amplió la Unión a nueve países.";"argumentative";"claim"
"Hubo una revolución en Francia";"argumentative";"claim"
"En 1992, se trasladaron los supuestos restos de Colón al Faro a Colón, un monumento construido en la República Dominicana en honor al descubridor de América.";"argumentative";"claim"
"Hacia finales de 1903 el pintor malagueño obtuvo el reconocimiento mundial.";"argumentative";"claim"
"La falta de progresismo en la industria de los videojuegos tuvo efectos positivos en la caracterización de los juegos.";"argumentative";"claim"
"Atletas de 12 años y atletas de 20 años deben participar en competiciones como los Juegos Olímpicos de la Juventud.";"argumentative";"claim"
"El desarrollo de un videojuego es el proceso costoso.";"argumentative";"claim"
"En la ceremonia de clausura ya se conocen todos los ganadores de las Olimpiadas.";"argumentative";"claim"
"Picasso conocía a Casagemas.";"argumentative";"claim"
"China fue el primer país en lanzar un satélite al espacio. ";"argumentative";"claim"
"Las personas que forman parte de los comités olímpicos nacionales cuentan con obligaciones o requisitos de soberanía política.";"argumentative";"claim"
"Las naciones europeas mantuvieron relaciones de confianza, por lo tanto, unieron las cuatro zonas de ocupación bajo la supervisión general.";"argumentative";"claim"
"En el Grand Olympic Festival se penalizó a los ""caballeros no amateur"" para que no tuviesen ventaja frente a los ""caballeros amateurs""";"argumentative";"claim"
"El PC u ordenador personal es una plataforma de videojuegos, pero no se considera como videoconsola.";"argumentative";"claim"
"En Portugal hay más inmigrantes que en España, aunque no hay más de 10 inmigrantes por cada 1000 habitantes.";"argumentative";"claim"
"Todo el mundo piensa que los videojuegos son una forma de arte, si bien hay quienes no lo dicen.";"argumentative";"claim"
"Picassó pintó el óleo Naturaleza muerta en primavera. ";"argumentative";"claim"
"Hay una presencia de colores cálidos en el cubismo frío, pues no predominan colores como el azul o el violeta.";"argumentative";"claim"
"El Primer Plan Quinquenal fue propuesto por Lenin y Trotsky.";"argumentative";"claim"
"Colón nunca vivió en Portugal.";"argumentative";"claim"
"La empresa que hce encargo de un juego no inerviene en el proceso de su creación.";"argumentative";"claim"
"La legislación de la Unión Europea no se aplica del mismo modo en todos los territorios de los Estados miembros.";"argumentative";"claim"
"Antiguamente se podía participar en los JJOO sin ser profesional, aunque esta tendencia se ha ido alejando para dejar paso a atletas profesionales.";"argumentative";"claim"
"El Partido Comunista estaba prohibido en aquel entonces.";"argumentative";"claim"
"Estas batallas entre el antiguo imperio japonés y el Ejército Rojo tuvieron lugar en la frontera entre los países.";"argumentative";"claim"
"Colón tuvo apoyo religioso ante la reina Isabel";"argumentative";"claim"
"El referéndum de 1991 aprobó por una gran mayoría social la preservación de la Unión Soviética en todo su territorio.";"argumentative";"claim"
"Organizar los juegos olímpicos es perder dinero según algunos economistas. ";"argumentative";"claim"
"Parade no tuvo un buen recibimiento en Barcelona.";"argumentative";"claim"
"Colón nunca llegó a las costas de América";"argumentative";"claim"
"El cubismo no se abandonó hasta 1908.";"argumentative";"claim"
"Se destacan los videojuegos multijugadores y monojugadores.";"argumentative";"claim"
"El título de ""Capital Europea de la Cultura"" no puede recaer sobre tres o más ciudades.";"argumentative";"claim"
"Las estimaciones globales de audiencia de México 1968 fue de 480 millones, mientras que, en Los Ángeles 1984, la audiencia aumentó a 700 millones, para Barcelona 1992, la audiencia fue de 300 millones de personas.";"argumentative";"claim"
"Picasso introdujo el cubismo frío";"argumentative";"claim"
"Estuvo varias veces en la capital catalana.";"argumentative";"claim"
"Los estados miembros de la UE controlan todos sus poderes y soberanía de manera autónoma.";"argumentative";"claim"
"La civilización europea fué conquistada por America";"argumentative";"claim"
"Picasso usó también colores cálidos otoñales en su época rosa.";"argumentative";"claim"
"Antes del 1942 no se conocía sobre América.";"argumentative";"claim"
"los musulmanes entre el año 1200 y el año 1300";"argumentative";"claim"
"Los videojuegos existen y sirven para jugar, una persona sola o con otras personas. ";"argumentative";"claim"
"Suiza se unió a la Unión Europea cuando el inmunólogo suizo Rolf Zinkernagel ganó el Premio Nobel de Medicina en 1996.";"argumentative";"claim"
"Colón descubrió una ruta de navegación segura entre Europa y América tras cuatro viajes por el Océano Atlántico.";"argumentative";"claim"
"Los comunistas no estaban a favor de la Comunidad Europea de Defensa que habían criticado cinco de los seis miembros de la Comunidad Europea del Carbón y del Acero.";"argumentative";"claim"
"Tras la Reconquista de los musulmanes, los portugueses alcanzaron una ruta directa a Asia Oriental. ";"argumentative";"claim"
"Su cambio y sus proyecciones de futuro son temas importantes al considerar el impacto económico que ha tenido la industria de los videojuegos.";"argumentative";"claim"
"El interés griego de revivir los Juegos Olímpicos comenzó en el siglo XIX.";"argumentative";"claim"
"Los objetivos, correcciones y limitaciones los proponen los creativos y desarrolladores de juegos, no la empresa que los contrata.";"argumentative";"claim"
"Las instituciones europeas no tienen la obligación de utilizar los símbolos de la UE.";"argumentative";"claim"
"En los Juegos de Pekín 2008 hubo protestas populares por motivos políticos";"argumentative";"claim"
"No está bien jugar videojuegos horas prolongadas.";"argumentative";"claim"
"Colón solo fue designado virrey y gobernador de las Indias tras haber viajado allí tres veces.";"argumentative";"claim"
"El tío de Picasso le dio dinero a su sobrino.";"argumentative";"claim"
"No hay una teoría firme sobre el origen de Cristóbal Colón";"argumentative";"claim"
"Picasso y Casagemas eran buenos amigos.";"argumentative";"claim"
"Los videojuegos son juegos analógicos.";"argumentative";"claim"
"Inicialmente los programas de cáracter lúdico no se vendían";"argumentative";"claim"
"Los antiguos Juegos Olímpicos, que son la base de los modernos, se celebraban en la ciudad de Olimpia desde el siglo VIII antes de Cristo. ";"argumentative";"claim"
"Picasso estaba casado con Jacqueline.";"argumentative";"claim"
"Además de las teorías secundarias hay teorías primarias.";"argumentative";"claim"
"Las competencias de la UE se determinan en el derecho de la Unión Europea.";"argumentative";"claim"
"El Tratado de Maastricht no entró en vigor hasta un año más tarde de su firma.";"argumentative";"claim"
"Los gobiernos nacionales de cada estado de la UE representan su país en el Consejo.";"argumentative";"claim"
"Ucrania heredó el reconocimiento internacional de la Unión Soviética.";"argumentative";"claim"
"Los Juegos de la I Olimpiada se llevaron a cabo en los 1820s.";"argumentative";"claim"
"Lenin y Trotsky fueron quienes promovieron el internacionalismo proletario durante la Revolución.";"argumentative";"claim"
"La fecha de la muerte de Cezanne coincidió aproximadamente con la celebración del Salón de Otoño de 1906";"argumentative";"claim"
"Muchos economistas se muestran optimistas sobre los beneficios económicos de la organización de los Juegos Olímpicos, haciendo hincapié en que tales ""mega eventos"" a menudo tienen grandes beneficios mientras producen relativamente pocos costos tangibles a largo plazo.";"argumentative";"claim"
"Los juegos se venden.";"argumentative";"claim"
"El eje más importante del Eurosistema es el Banco Central Europeo.";"argumentative";"claim"
"La capital rusa transformó los países europeos del este en Estados satélites para consolidar su control de la región.";"argumentative";"claim"
"El Imperio ruso desapareció tras la Revolución de Febrero de 1917, cosa que llevó al Gobierno provisional ruso.";"argumentative";"claim"
"Las ciudades-estado no pueden participar en competiciones deportivas.";"argumentative";"claim"
"Picasso no conocia a carlos casagemas";"argumentative";"claim"
"Las Olimpiadas son el menor evento deportivo unidisciplinario en el que participan atletas de Europa.";"argumentative";"claim"
"No es necesario ningún tipo de dispositivo reproductor de vídeo para utilizar un videojuego";"argumentative";"claim"
"Con el cuadro el óleo Naturaleza mierta se introdujo un nuevo periodo denominado cubismo frío.";"argumentative";"claim"
"El programa ""Horizonte 2020"" tiene un presupuesto muy elevado, puesto que tiene más de treinta mil millones de euros a su disposición.";"argumentative";"claim"
"Colón estableció una ruta segura de navegación entre Europa y América.";"argumentative";"claim"
"El software tiene instrucciones y datos.";"argumentative";"claim"
"Durante la historia de los juegos, las ciudades-estado participantes nunca tenían conflictos.";"argumentative";"claim"
"Cristóbal Colón no llogó a América por mar.";"argumentative";"claim"
"En total, Colón realizó cuatro viajes a América.";"argumentative";"claim"
"Se le ocurrió firmar sus obras como ""Picasso"" desde el principio.";"argumentative";"claim"
"Muchos economistas se muestran optimistas sobre los beneficios económicos de la organización de los Juegos Olímpicos, haciendo hincapié en que tales \\""mega eventos\""\"" a menudo tienen grandes beneficios mientras producen relativamente pocos costos tangibles a largo plazo.""";"argumentative";"claim"
"El COI ignora los mismos estrictos requisitos relacionados con la soberanía política, igual que otras organizaciones internacionales.";"argumentative";"claim"
"Se dice que Heracles construyó el estadio olímpico en honor a Hades.";"argumentative";"claim"
"No se pudo comprar los primeros prototipos de programas de carácter lúdico. ";"argumentative";"claim"
"Como el cubismo analítico estaba todavía en revisión, el cuadro seguía siendo una ventana ilusoria a un mundo representado, reconstruido.";"argumentative";"claim"
"Si Colón no hubiera engañado sobre las riquezas que encontrarían a la mayoría de los españoles, no estarían allí sentados de manera descontenta.";"argumentative";"claim"
"Sin este tratatmiento el paciente no puede regular nuevamente sus actividades cotidianas sin que el uso de videojuegos.";"argumentative";"claim"
"El Espacio Económico Europeo no existía antes de 1994.";"argumentative";"claim"
"Las especies eran un producto muy bien valorado.";"argumentative";"claim"
"Los Juegos Olímpicos de los años 80 se realizaron en la capital rusa.";"argumentative";"claim"
"Lenin era un ídolo para el gobierno soviético.";"argumentative";"claim"
"Las imagenes no son importantes en los videojuegos";"argumentative";"claim"
"Antes de 2001, la calidad de emisión en los JJOO tenía poca importancia.";"argumentative";"claim"
"Homero, en otro relato, atribuye los Juegos Olímpicos a Ulises, el hijo de Poseidón,​ además que persiste la idea de que después de completar sus doce trabajos, construyó el estadio olímpico en honor a Poseidón.";"argumentative";"claim"
"La ciudad de Olimpia dio origen al nombre de los Juegos Olímpicos.";"argumentative";"claim"
"Estaba previsto que el tratado se firmara durante la primavera.";"argumentative";"claim"
"La Guerra de Afganistán, que empezó a finales de los años setenta, hizo aumentar el desasosiego de la población.";"argumentative";"claim"
"Los videojuegos no afecta al rendimiento escolar puede verse afectado según el estudio con niños y adolescentes (Castells y Bofarull, 2002; Bringas, Rodríguez y Herrero, 2008).";"argumentative";"claim"
"El control estrictamente centralizado fue introducido muchos años antes de de la guerra.";"argumentative";"claim"
"Colón es el descubridor de América. ";"argumentative";"claim"
"El desarrollo de un elevado sentido de identidad nacional fue fruto de una autonomía limitada en las repúblicas de la URSS durante la década de 1920.";"argumentative";"claim"
"Colón realizó diversos viajes a América.";"argumentative";"claim"
"El pintor madrileño realizaba los retratos de su hijo Pablo cada tres años.";"argumentative";"claim"
"Nadie cree que el origen de Colón pueda ser portugués.";"argumentative";"claim"
"El joven Picasso consiguió entrar sin problemas en la Escuela de la Lonja, ya que superó el examen de ingreso en un solo día.";"argumentative";"claim"
"El comité juzgó sus maquetas como demasiado conservadoras.";"argumentative";"claim"
"Todo el espectro de la economía soviética fue controlado exclusivamente por el gobierno.";"argumentative";"claim"
"La isla a la que llegaron, que recibe el nombre de La Española, no se encuentra en el mar del Caribe.";"argumentative";"claim"
"No se pudo firmar el tratado por razones políticas. ";"argumentative";"claim"
"La Agencia Espacial Europea es una delegación que no trabaja fuera de Europa.";"argumentative";"claim"
"Después de llegar a las costas de América, Colón regresó a Asia. ";"argumentative";"claim"
"América nunca fue conquistada.";"argumentative";"claim"
"Grecia es un estado independiente";"argumentative";"claim"
"Sus miembros ceden parte de su poder a las instituciones de la Unión Europea.";"argumentative";"claim"
"Hasta 1970 el Museo de Etnografía en el Palacio del Troceder de Parísfue no tenía contacto con amplio númro de piezas africanas y oceánicas del Picasso,  que tanto Derain como Matisse no coleccionaban desde hacía tiempo,​ pero a las cuales Picasso no había prestado demasiada atención hasta ese momento.";"argumentative";"claim"
"El Museo del Prado está en Madrid.";"argumentative";"claim"
"Los JJOO antiguos eran fiestas atléticas celebradas antesd el año 776 a. C.(la fecha exacta), y cada dos años, en el santuario de Zeus en Olimpia, España.";"argumentative";"claim"
"El entierro de Casagemas es un cuadro que acaba el período azul.";"argumentative";"claim"
"Solo hay una capital de los Estados Unidos que lleve el nombre de Cristóbal Colón.";"argumentative";"claim"
"El tratado fue firmado el 20 de agosto por parte de los conservadores en un intento de suplantar el sistema soviético.";"argumentative";"claim"
"El PC u ordenador personal no se considera como videoconsola por sus multiples funciones.";"argumentative";"claim"
"La policía de seguridad del Estado llevó a cabo el terror estalinista antes de la muerte del líder comunista Stalin.";"argumentative";"claim"
"Muchos economistas se muestran optimistas sobre los beneficios económicos de la organización de los Juegos Olímpicos, haciendo hincapié en que tales \\""mega eventos\""\"" a menudo tienen grandes beneficios mientras producen relativamente pocos costos tangibles a largo plazo.""";"argumentative";"claim"
"No todo el mundo piensa que los videojuegos sean una forma de arte, si bien hay quienes sí lo creen.";"argumentative";"claim"
"Absolutamente todos los malteses creen en Dios, según las últimas estadísticas.";"argumentative";"claim"
"Picasso es un pintor infravalorado. ";"argumentative";"claim"
"Existen los juegos multijugador.";"argumentative";"claim"
"El ministro francés de asuntos exteriores estaba a favor de la creación de Alemania Occidental, que se crearía con las tres zonas de ocupación que dirigían las democracias occidentales.";"argumentative";"claim"
"Todo el mundo tenia al menos un prototipo de estos juegos.";"argumentative";"claim"
"La asignación tan baja que Fernando e Isabel dieron al navegante hace pensar que quizás no estaban muy convencidos de su éxito. ";"argumentative";"claim"
"La URSS no fue un país con un solo grupo étnico.";"argumentative";"claim"
"Si Colón no hubiera regresado de su segundo viaje en junio de 1496, no hubiera regresado con la India, el primer buque construido en las Nuevas Tierras.​";"argumentative";"claim"
"La Unión Soviética ya había tenido dos constituciones antes del otoño de 1977, cuando se aprobó la tercera.";"argumentative";"claim"
"Nadie sabe a ciencia cierta quién comercializa los videojuegos, es un secreto muy buen guardado en el sector.";"argumentative";"claim"
"Los territorios de ultramar más lejanos tienen más exenciones que los más cercanos.";"argumentative";"claim"
"La colección de arte de los hermanos Stein era verdaderamente común.";"argumentative";"claim"
"No hay un acuerdo entre historiadores e investigadores";"argumentative";"claim"
"En los videojugegos simepre se enfrentan jugadores humanos entre sí.";"argumentative";"claim"
"La isla de San Salvador fue llamada Guanahani por razones desconocidas.";"argumentative";"claim"
"El pintor siempre firmó como «Pablo Ruiz Picasso».";"argumentative";"claim"
"El vestuario era del agrado del crítico Jean Bernier.";"argumentative";"claim"
"Los antiguos Juegos Olímpicos, que son la base de los modernos, se celebraban en la ciudad de Olimpia desde el siglo VIII antes de Cristo. ";"argumentative";"claim"
"A partir de 2001, la calidad de emisión en los JJOO tenía poca importancia.";"argumentative";"claim"
"Existe una ciencia que se ocupa del estudio crítico de los videojuegos..";"argumentative";"claim"
"Es imposible hablar de impacto económico y no hablar de la distribución de la industria de videojuegos.";"argumentative";"claim"
"Colón suponía que la distancia que separaba Cipango y las Islas Canarias era 4 veces mayor a la real.";"argumentative";"claim"
"Está terminantemente prohibido saltarse una sola clase en la Escuela de la Lonja.";"argumentative";"claim"
"Desde que finalizaron oficialmente los juegos, el término ""olímpico"" para describir eventos deportivos dejó de emplearse.";"argumentative";"claim"
"Tradicionalmente, los videojuegos los venden personas con largas gabardinas y pinta misteriosa.";"argumentative";"claim"
"En el pentatlón no se realizaban actividades acuáticas, sino que todos los eventos se hacían en tierra.";"argumentative";"claim"
"El Greco es posterior a Picasso";"argumentative";"claim"
"Los JJOO de Invierno de 2010, en los que participaron más de dos mil atletas, se celebraron en la ciudad canadiense de Vancouver.";"argumentative";"claim"
"Unos meses antes de que empiecen los juegos, se encienda la llama olímpica en el McDonald's que haya tenido más ventas ese año.";"argumentative";"claim"
"España no tiene ninguna cadena de tiendas especializadas en videojuegos";"argumentative";"claim"
"En Suecia, la tasa de natalidad está subiendo mucho más que en los otros países de la Unión.";"argumentative";"claim"
"Los partidos políticos europeos pueden costear sus campañas con dinero del Parlamento de la UE, así como también pueden pagar sus deudas con ese dinero.";"argumentative";"claim"
"La reina católica, como la mayoría de los gobertantes de la época, consideraba que los españoles eran mucho mejores que los indios en todos los aspectos.";"argumentative";"claim"
"La presentación de Parade tuvo lugar en el Teatro Nacional de Roma.";"argumentative";"claim"
"Los griegos tenían mucho interés por el renacimiento de los juegos.";"argumentative";"claim"
"El descubridor no tuvo hijos.";"argumentative";"claim"
"Colón murió en Castilla 14 años después de descubrir el continente americano, sin haber redactado su testamento con Pedro de Inoxedo.";"argumentative";"claim"
"Casagemas sigue vivo hoy en día.";"argumentative";"claim"
"Las arcas de los monarcas pasaban sus mejores momentos sin la ayuda de las campañas bélicas";"argumentative";"claim"
"El principio de representación nacional consiste en que un ciudadano de cada estado miembro tenga derecho de representar su país ante el Consejo de la UE.";"argumentative";"claim"
"Picasso se vio perjudicado por su relación con los Ballets Rusos";"argumentative";"claim"
"Picasso no trabajó con colores cálidos durante el cubismo frío.";"argumentative";"claim"
"Los Juegos Olímpicos antiguos tienen su fundamento en los Juegos Olímpicos modernos —llamados así por celebrarse en la ciudad de Atenas— que eran fiestas atléticas celebradas desde el año 1896 d. C.(la fecha más aceptada), y cada cuatro años, en el santuario de Atenea en Atenas, Grecia.";"argumentative";"claim"
"Los pueblos de Cataluña pueden parecer cubistas, dada su estructura, a ojos de ciertos pintores.";"argumentative";"claim"
"Nunca ha habido anarquistas en Barcelona, menos mal.";"argumentative";"claim"
"Al gobierno de la Unión Soviética no le parecieron bien las reformas de la Primavera de Praga.";"argumentative";"claim"
"Se puede jugar a videojuegos en un ordenador.";"argumentative";"claim"
"Nunca se ha colonizado el continente americano por parte de la civilización europea.";"argumentative";"claim"
"No cabe duda que los cuerpos de sus familiares sí están bien identificados. ";"argumentative";"claim"
"Kim Swift es una mujer que ha trabajado en el diseño de videojuegos.";"argumentative";"claim"
"La llama olímpica es una tradición muy antigua.";"argumentative";"claim"
"Los musulmanes habían conquistado el territorio de los portugueses.";"argumentative";"claim"
"La ciencia cognitiva no estudia videojuegos.";"argumentative";"claim"
"Los clientes que prueban un videojuego nunca lo compran.";"argumentative";"claim"
"Los tonos ocre-verdes son característicos de la más amable época verde de Picasso, pero la crudeza del cuadro los convierte en agresivos.";"argumentative";"claim"
"Colón usó topónimos brasileños principalmente.";"argumentative";"claim"
"Casi un cuarto de la población española dice ser atea o niega creer en Dios, según los eurobarómetros.";"argumentative";"claim"
"Es dudoso que antes en la URSS gobernara el capitalismo.";"argumentative";"claim"
"El Entierro de Casagemas es un cuadro que pertenece al período azul del Picasso.";"argumentative";"claim"
"Una vez al año se celebran los juegos Olímpicos. ";"argumentative";"claim"
"El lanzamiento del primer satélite fue consecuencia del progreso en la gestión agraria. ";"argumentative";"claim"
"un videojuego no muestra imagines de video ";"argumentative";"claim"
"Todos los niños soviéticos eran educados de forma cristiana tanto en la educación primaria como en la secundaria.";"argumentative";"claim"
"Es innegable que el arte sea conducido por los propósitos superiores.";"argumentative";"claim"
"El presidente del Consejo Europeo nació en Polonia y empezó su mandato a finales de 2014.";"argumentative";"claim"
"Historiadores e investigadores han buscado los orígenes y ascendencia de Cristóbal Colón.";"argumentative";"claim"
"Dentro de un mismo género se distingue unos juegos de otros por el tipo de audio que tienen y no por ningún elemento visual.";"argumentative";"claim"
"Cuando se reanudó la tradición de los Juegos Olímpicos, la Unión Soviética ya no existía, por lo que nunca pudo participar en ellos.";"argumentative";"claim"
"Los países que no pueden formar parte de los Juegos no se quedan de brazos cruzados. ";"argumentative";"claim"
"Está prohibido que los deportistas obtengan otra nacionalidad y que representen otro país, ya que puede causar alianzas políticos entre los países en cuestión.";"argumentative";"claim"
"Louis Aragon no estuvo nunca en París.";"argumentative";"claim"
"El pintor malagueño nunca fue invitado a las fiestas de la alta sociedad.";"argumentative";"claim"
"Unos meses antes de que empiecen los juegos, se encienda la llama olímpica en el McDonald's que haya tenido menos ventas ese año.";"argumentative";"claim"
"El cubismo no se concibió hasta 1908, con Picasso y Braque.";"argumentative";"claim"
"Nunca estuvo en España";"argumentative";"claim"
"Sudáfrica prohibía la participación de los deportistas negros en los JJOO.";"argumentative";"claim"
"Cuando falleció Brézhnev en 1982, los líderes soviéticos se resistían al cambio.";"argumentative";"claim"
"Un informe indica que Colón privó a un hombre de su libertad por robar maíz, tras haberlo mutilado.";"argumentative";"claim"
"El 26 de abril de 1937 Guernica vivió un día tranquilo. ";"argumentative";"claim"
"Picasso consiguió la cantidad necesaria para evitar el servicio militar.";"argumentative";"claim"
"Congreso Mundial de Partisanos por la Paz se celebró en Barcelona.";"argumentative";"claim"
"Hay una ausencia de colores cálidos en el cubismo frío, pues predominan colores como el azul o el violeta.";"argumentative";"claim"
"La relación entre los diversos estados europeos después de la Segunda Guerra Mundial no era agradable.";"argumentative";"claim"
"No hay duda de que jugar muchas horas seguidas a un videojuego puede ser dañino para la salud.";"argumentative";"claim"
"En abril de 2002 no había procesos judicial en relación con videojuegos.";"argumentative";"claim"
"Se ha concedido una serie de fondos estructurales a los territorios conocidos como regiones ultraperiféricas.";"argumentative";"claim"
"Los videojuegos es un negocio súper ventajoso.";"argumentative";"claim"
"Historiadores e investigadores han buscado los orígenes y ascendencia de Cristóbal Colón.";"argumentative";"claim"
"Este proceso no siempre se realiza de la misma forma. ";"argumentative";"claim"
"Es imposible que los periféricos hápticos produzcan ningún tipo de vibración, debido al modo en el que han sido construidos.";"argumentative";"claim"
"El pintor y su modelo fue un tema de su trabajo.";"argumentative";"claim"
"Las travesías del Atlántico fueron muy importantes para Europa.";"argumentative";"claim"
"Las agencias ejecutivas están siempre activas, no se crean para que lleven a cabo una tarea específica en un tiempo señalado.";"argumentative";"claim"
"los teléfonos mobiles no pueden reproducir videojuegos ";"argumentative";"claim"
"       Existió una Guerra de independencia de Grecia contra el Imperio Otomano en 1821";"argumentative";"claim"
"Algunos videojuegos tienen incorporada la inteligencia artificial.";"argumentative";"claim"
"El COI quiere incluir nuevos deportes.";"argumentative";"claim"
"El dinero destinado al programa Horizonte 2020 se ha desviado a conflictos nacionales, de manera que el presupuesto ha quedado reducido a 15000 millones de euros.";"argumentative";"claim"
"Para clausurar los Juegos Olímpicos, se procede a una gran competición deportiva interdisciplinar.";"argumentative";"claim"
"El origen de Cristóbal Colón es un hecho universal para todos los historiadores e investigadores. ";"argumentative";"claim"
"Los comisarios no trabajan solos. ";"argumentative";"claim"
"La reina no llamó a Colón. ";"argumentative";"claim"
"La introducción de la moneda única de la Unión Europea es una vieja idea que no propuso Angela Merkel en la última reunión de dirigentes del estado de 2020.";"argumentative";"claim"
"La Unión Soviética fue invadida por Alemania durante la Segunda Guerra Mundial.";"argumentative";"claim"
