label_component_test_set_mistral_annotated;label_binary_test_set_mistral_annotated;date;sentence_text;content;year;newspaper;article_id;headline;paragraph_i;paragraph_text;sentence_j;label_binary_test_set_deepseek_annotated;label_component_test_set_deepseek_annotated;label_binary_majority;label_binary_n_agree;label_component_majority;label_component_n_agree;label_binary_final;label_component_final;label_source
claim;argumentative;2016-12-25;El cómico Pablo Villanueva, más conocido como Melcochita, garantizará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista.;Melcochita regresa mañana a Lima tras choque Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido Correo | Redacción El cómico Pablo Villanueva, más conocido como Melcochita, garantiará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;2016;correo;ART_000456;Brindar detalles de accidente;0;Melcochita regresa mañana a Lima tras choque. Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido. Correo | Redacción. El cómico Pablo Villanueva, más conocido como Melcochita, garantizará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;3;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
claim;argumentative;2016-12-25;Mi padre se encuentra muy apenado.;Melcochita regresa mañana a Lima tras choque Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido Correo | Redacción El cómico Pablo Villanueva, más conocido como Melcochita, garantiará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;2016;correo;ART_000456;Brindar detalles de accidente;0;Melcochita regresa mañana a Lima tras choque. Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido. Correo | Redacción. El cómico Pablo Villanueva, más conocido como Melcochita, garantizará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;4;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
claim;argumentative;2016-12-25;La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;Melcochita regresa mañana a Lima tras choque Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido Correo | Redacción El cómico Pablo Villanueva, más conocido como Melcochita, garantiará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;2016;correo;ART_000456;Brindar detalles de accidente;0;Melcochita regresa mañana a Lima tras choque. Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido. Correo | Redacción. El cómico Pablo Villanueva, más conocido como Melcochita, garantizará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.;10;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
premise;argumentative;2016-10-11;Según reveló la Encuesta de Remuneración Total, en comparación con la región, este aumento será menor al que se prevé para Colombia (5.6%), pero mayor al que se espera para México (4,4%).;Los sueldos en el Per registrarn en promedio un incremento del 5% en el 2017, informó la consultora Mercer Per. Según reveló la Encuesta de Remuneración Total, en comparación con la región, este aumento será menor al que se prevé para Colombia (5.6%), pero mayor al que se espera para México (4,4%).;2016;publimetro;ART_008857;Consultora Mercer. 2017 con aumentos salariales del 5% en el Per;0;Los sueldos en el Per registrarn en promedio un incremento del 5% en el 2017, informó la consultora Mercer Per. Según reveló la Encuesta de Remuneración Total, en comparación con la región, este aumento será menor al que se prevé para Colombia (5.6%), pero mayor al que se espera para México (4,4%).;1;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
premise;argumentative;2016-08-22;Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR.;"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";2016;correo;ART_000265;Aumentan las remesas;0;"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";0;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
premise;argumentative;2016-08-22;Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%).;"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";2016;correo;ART_000265;Aumentan las remesas;0;"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";8;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
claim;argumentative;2017-10-14;Los aficionados de la bicolor podrán tramitar electrónicamente el permiso para viajar a Nueva Zelanda.;Los aficionados de la bicolor podrán tramitar electrónicamente el permiso para viajar a Nueva Zelanda. La Embajada de Nueva Zelanda en Santiago garantizó que en los próximos días compartirá una infografía que ofrecerá mayores detalles para quienes deseen participar en el proceso de solicitud de visa. Generalmente, los peruanos tramitan la visa para Nueva Zelanda a través de la Embajada de ese país en Washington, Estados Unidos (enviando el pasaporte físico por courier). Con la facilidad que brinda la embajada neozelandesa, más peruanos podrán viajar a Oceanía.;2017;correo;ART_000286;Nueva Zelanda brinda facilidades de visa para hinchas peruanos;0;Los aficionados de la bicolor podrán tramitar electrónicamente el permiso para viajar a Nueva Zelanda. La Embajada de Nueva Zelanda en Santiago garantizó que en los próximos días compartirá una infografía que ofrecerá mayores detalles para quienes deseen participar en el proceso de solicitud de visa. Generalmente, los peruanos tramitan la visa para Nueva Zelanda a través de la Embajada de ese país en Washington, Estados Unidos (enviando el pasaporte físico por courier). Con la facilidad que brinda la embajada neozelandesa, más peruanos podrán viajar a Oceanía.;0;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
claim;argumentative;2018-06-22;Sicarios acribillaron a dos sujetos por tráfico de terrenos.;Sicarios acribillaron a dos sujetos por tráfico de terrenos. La policía sospecha de un ajuste de cuentas. La fiscalía revela que el negocio ilegal mueve S/20 millones anuales. Juan Gómez llantas (El Burro) bebía alcohol junto a su cuñado Reynaldo Obregón Espinoza en el frontis de una tienda, en el sector Casuarinas. Pasadas las 8:00 p.m., personas armadas llegaron en una moto y empezaron a disparar a quemarropa contra los hombres. Aunque intentaron huir, las balas los alcanzaron. Juan Gómez, con nueve impactos en el cuerpo, logró correr unas cuadras y cayó en el interior de su vivienda. Auxilio. Personal de Serenazgo llevó al herido a la posta médica Portada I, donde llegó el cadáver. En tanto, Reynaldo Obregón recibió dos disparos, uno en la mano y el otro en la cadera. Él llegó por sus propios medios al mismo centro de salud que su cuñado y fue derivado al Hospital Hipólito Unanue. Investigación. Fuentes policiales señalaron que se tratara de un ajuste de cuentas por tráfico de terrenos en la zona. El fallecido tiene antecedentes por robo agravado y al momento del ataque habría llevado consigo un arma. El caso es investigado por el Departamento de Investigación Criminal (Depincri) La Molina-Cieneguilla.;2018;correo;ART_000326;Uno muere camino al hospital;0;Sicarios acribillaron a dos sujetos por tráfico de terrenos. La policía sospecha de un ajuste de cuentas. La fiscalía revela que el negocio ilegal mueve S/20 millones anuales.;0;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
premise;argumentative;2018-06-22;La policía sospecha de un ajuste de cuentas.;Sicarios acribillaron a dos sujetos por tráfico de terrenos. La policía sospecha de un ajuste de cuentas. La fiscalía revela que el negocio ilegal mueve S/20 millones anuales. Juan Gómez llantas (El Burro) bebía alcohol junto a su cuñado Reynaldo Obregón Espinoza en el frontis de una tienda, en el sector Casuarinas. Pasadas las 8:00 p.m., personas armadas llegaron en una moto y empezaron a disparar a quemarropa contra los hombres. Aunque intentaron huir, las balas los alcanzaron. Juan Gómez, con nueve impactos en el cuerpo, logró correr unas cuadras y cayó en el interior de su vivienda. Auxilio. Personal de Serenazgo llevó al herido a la posta médica Portada I, donde llegó el cadáver. En tanto, Reynaldo Obregón recibió dos disparos, uno en la mano y el otro en la cadera. Él llegó por sus propios medios al mismo centro de salud que su cuñado y fue derivado al Hospital Hipólito Unanue. Investigación. Fuentes policiales señalaron que se tratara de un ajuste de cuentas por tráfico de terrenos en la zona. El fallecido tiene antecedentes por robo agravado y al momento del ataque habría llevado consigo un arma. El caso es investigado por el Departamento de Investigación Criminal (Depincri) La Molina-Cieneguilla.;2018;correo;ART_000326;Uno muere camino al hospital;0;Sicarios acribillaron a dos sujetos por tráfico de terrenos. La policía sospecha de un ajuste de cuentas. La fiscalía revela que el negocio ilegal mueve S/20 millones anuales.;1;non-argumentative;none;argumentative;1;none;1;non-argumentative;none;auto_conservative
claim;argumentative;2018-05-17;Según adelantó el ministro de Economía y Finanzas, David Tuesta, hemos hecho una aproximación que podemos acortar en exoneraciones tributarias, señaló en la Comisión de Economía del Congreso, donde sustentó la solicitud de facultades legislativas.;según adelantó el ministro de Economía y Finanzas, David Tuesta. Hemos hecho una aproximación que podemos acortar en exoneraciones tributarias, señaló en la Comisión de Economía del Congreso, donde sustentó la solicitud de facultades legislativas. Sostuvo que con las facultades legislativas se pretende recuperar el espacio fiscal perdido en los últimos años. Queremos un sistema tributario progresivo para que todos sientan que pagan lo que deben pagar, comentó. S/7,400 millones adicionales podrían contribuir a generar mayores ingresos.;2018;correo;ART_000336;La reducción de las exoneraciones tributarias que prevé realizar el Gobierno sería por unos S/7,400 millones;0;Según adelantó el ministro de Economía y Finanzas, David Tuesta, hemos hecho una aproximación que podemos acortar en exoneraciones tributarias, señaló en la Comisión de Economía del Congreso, donde sustentó la solicitud de facultades legislativas. Sostuvo que con las facultades legislativas se pretende recuperar el espacio fiscal perdido en los últimos años. Queremos un sistema tributario progresivo para que todos sientan que pagan lo que deben pagar, comentó. S/7,400 millones adicionales podrían contribuir a generar mayores ingresos.;0;non-argumentative;none;argumentative;1;claim;1;non-argumentative;none;auto_conservative
