"paragraph_i";"sentence_j";"label_binary_test_set_mistral_annotated";"headline";"paragraph_text";"year";"sentence_text";"date";"newspaper";"content";"article_id";"label_component_test_set_mistral_annotated";"label_binary_test_set_llama_annotated";"label_component_test_set_llama_annotated";"label_binary_test_set_deepseek_annotated";"label_component_test_set_deepseek_annotated";"label_binary_test_set_magistral_annotated";"label_component_test_set_magistral_annotated";"label_binary_final";"label_component_final";"label_source"
"0";"4";"argumentative";"Remarcó que estos ambulantes, en su mayoría agresivos y de mal vivir, representan un riesgo para la seguridad del emporio.";"Según Nazario, la simbiosis edil solo se da en el ámbito de los negocios formales, pero en la calle no pasa nada. Remarcó que estos ambulantes, en su mayoría agresivos y de mal vivir, representan un riesgo para la seguridad del emporio. Para cualquier tipo de siniestro, ya sea terremotos o incendios, se necesitan vías de escape. Podemos tenerlas señalizadas, pero si se encuentran copadas por el comercio ambulatorio, ¿cómo nos retiramos de la zona? Es una trampa, refirió Nazario.";"2019";"Es una trampa, refirió Nazario.";"2019-05-13";"correo";"Según Nazario, la simbiosis edil solo se da en el ámbito de los negocios formales, pero en la calle no pasa nada. Remarcó que estos ambulantes, en su mayoría agresivos y de mal vivir, representan un riesgo para la seguridad del emporio. Para cualquier tipo de siniestro, ya sea terremotos o incendios, se necesitan vías de escape. Podemos tenerlas señalizadas, pero si se encuentran copadas por el comercio ambulatorio, ¿cómo nos retiramos de la zona? Es una trampa, refirió Nazario.";"ART_000246";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"2";"1";"argumentative";"AMBULANTES LOTIZADOS Y COLOCANDO SU MERCADERA";"Todos están concentrados en la avenida Aviación. Está bien que el alcalde Forsyth retire a los ambulantes, pero no debe descuidar las calles aledañas, comentó una vecina de la zona.";"2019";"Está bien que el alcalde Forsyth retire a los ambulantes, pero no debe descuidar las calles aledañas, comentó una vecina de la zona.";"2019-06-19";"correo";"Ambulantes ocupan calles aledañas a la recientemente liberada avenida Aviación. Vecinos indignados desalojan a los informales que llegaron en la madrugada. Lima empieza fiscalización preventiva. Un centenar de comerciantes ambulantes que fueron desalojados de la avenida Aviación el último lunes, invadieron calles aledañas para continuar con su irregular actividad. Desde la madrugada, los hombres ocuparon las avenidas Independencia y Santa Rosa, además de la calle Belén, asignándose números de lotización —nombre pintados manuscritos— para ser utilizadas como improvisados puestos de venta. En unas cuadras 17, 18 y 19 de la primera de estas arterias, ya estaban instalados cientos de los hombres con mesas sillas y carritos con mercadería comprendida en su mayoría por prendas de vestir. Muchos de los hombres colocaban plásticos para pasar la noche en la zona ocupada. Otros más instalaron sombrillas para protegerse de la llovizna. Vecinos se levantan. No obstante, los vecinos de La Victoria desalojaron a los ambulantes que se ubicaron en el jirón Pisagua, adonde también llegaron con mercadería. Luego del desalojo, los ciudadanos y dueños de los locales comerciales cercanos estacionaron sus vehículos en la vereda, acción que fue mirada por los mototaxistas, para evitar que los informales ocupen la zona. Todos están concentrados en la avenida Aviación. Está bien que el alcalde Forsyth retire a los ambulantes, pero no debe descuidar las calles aledañas, comentó una vecina de la zona. Personal del Serenazgo y de Fiscalización se acercaron al lugar a las pocas horas y se ubicaron en puntos estratégicos para evitar el retorno de los informales. La Municipalidad de Lima informó que ubican rejas en los accesos de la avenida San Pablo a las avenidas Sebastián Barranca & Isabel la Católica para evitar esta situación. En tanto, la comuna inspeccionó los locales de la avenida Aviación. En el primer día de labores fueron visitados 321 comercios, de los cuales 141 no abrieron sus puertas. Cincuenta y uno fueron clausurados.";"ART_000258";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"3";"argumentative";"Aumentan las remesas";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"2016";"Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI).";"2016-08-22";"correo";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"ART_000265";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"5";"argumentative";"Aumentan las remesas";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"2016";"El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo.";"2016-08-22";"correo";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"ART_000265";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"6";"argumentative";"Aumentan las remesas";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"2016";"En su mayoría, provienen del área urbana y son solteros sin carga familiar.";"2016-08-22";"correo";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"ART_000265";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"7";"argumentative";"Aumentan las remesas";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"2016";"Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio.";"2016-08-22";"correo";"Al segundo trimestre de 2016, las remesas subieron 8% respecto al mismo periodo de 2015 y ascendieron a $721 millones, informó el BCR. Los denominados SISI tienen empleos de mala calidad. El 90% de los jóvenes que estudian y trabajan están en la informalidad. Un reciente análisis del Centro Nacional de Planeamiento Estratégico (Ceplan), elaborado con datos de la Encuesta Nacional de Hogares (ENAHO) de 2015, revela que en el Perú existen 763 mil jóvenes entre 15 y 24 años que sí trabajan y sí estudian (denominados SISI). De ellos, el 90.3% son trabajadores informales con contratos de trabajo casi inexistentes. El 78%;% no tiene contrato formal y solo el 21.3% tiene un contrato generalmente a plazo fijo. En su mayoría, provienen del área urbana y son solteros sin carga familiar. Por su disponibilidad, se les encuentra en actividades de baja productividad, microempresas o trabajos familiares sin remuneración a cambio. Se emplean, principalmente, en la agricultura y ganadería (25.6%), servicios no personales (24.4%) y comercio (20.9%). El 49.5% gana menos del sueldo mínimo y un 31.6% no tiene ingresos pues labora para un familiar.";"ART_000265";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"2";"non-argumentative";"Nueva Zelanda brinda facilidades de visa para hinchas peruanos";"Los aficionados de la bicolor podrán tramitar electrónicamente el permiso para viajar a Nueva Zelanda. La Embajada de Nueva Zelanda en Santiago garantizó que en los próximos días compartirá una infografía que ofrecerá mayores detalles para quienes deseen participar en el proceso de solicitud de visa. Generalmente, los peruanos tramitan la visa para Nueva Zelanda a través de la Embajada de ese país en Washington, Estados Unidos (enviando el pasaporte físico por courier). Con la facilidad que brinda la embajada neozelandesa, más peruanos podrán viajar a Oceanía.";"2017";"Generalmente, los peruanos tramitan la visa para Nueva Zelanda a través de la Embajada de ese país en Washington, Estados Unidos (enviando el pasaporte físico por courier).";"2017-10-14";"correo";"Los aficionados de la bicolor podrán tramitar electrónicamente el permiso para viajar a Nueva Zelanda. La Embajada de Nueva Zelanda en Santiago garantizó que en los próximos días compartirá una infografía que ofrecerá mayores detalles para quienes deseen participar en el proceso de solicitud de visa. Generalmente, los peruanos tramitan la visa para Nueva Zelanda a través de la Embajada de ese país en Washington, Estados Unidos (enviando el pasaporte físico por courier). Con la facilidad que brinda la embajada neozelandesa, más peruanos podrán viajar a Oceanía.";"ART_000286";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"auto"
"0";"2";"argumentative";"Uno muere camino al hospital";"Sicarios acribillaron a dos sujetos por tráfico de terrenos. La policía sospecha de un ajuste de cuentas. La fiscalía revela que el negocio ilegal mueve S/20 millones anuales.";"2018";"La fiscalía revela que el negocio ilegal mueve S/20 millones anuales.";"2018-06-22";"correo";"Sicarios acribillaron a dos sujetos por tráfico de terrenos. La policía sospecha de un ajuste de cuentas. La fiscalía revela que el negocio ilegal mueve S/20 millones anuales. Juan Gómez llantas (El Burro) bebía alcohol junto a su cuñado Reynaldo Obregón Espinoza en el frontis de una tienda, en el sector Casuarinas. Pasadas las 8:00 p.m., personas armadas llegaron en una moto y empezaron a disparar a quemarropa contra los hombres. Aunque intentaron huir, las balas los alcanzaron. Juan Gómez, con nueve impactos en el cuerpo, logró correr unas cuadras y cayó en el interior de su vivienda. Auxilio. Personal de Serenazgo llevó al herido a la posta médica Portada I, donde llegó el cadáver. En tanto, Reynaldo Obregón recibió dos disparos, uno en la mano y el otro en la cadera. Él llegó por sus propios medios al mismo centro de salud que su cuñado y fue derivado al Hospital Hipólito Unanue. Investigación. Fuentes policiales señalaron que se tratara de un ajuste de cuentas por tráfico de terrenos en la zona. El fallecido tiene antecedentes por robo agravado y al momento del ataque habría llevado consigo un arma. El caso es investigado por el Departamento de Investigación Criminal (Depincri) La Molina-Cieneguilla.";"ART_000326";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"1";"1";"argumentative";"Ambulantes invaden calles y los ingresos al damero de Gamarra";"El dirigente de Gamarra, Digenes Alva, calificó el panorama como uno de los más críticos, pues ha provocado que los comerciantes formales registren pérdidas de hasta el 60%. ¿Cómo podemos ganarles si ofrecen prendas a 5 soles, ya que no deben pagar impuestos?, cuestionó.";"2016";"¿Cómo podemos ganarles si ofrecen prendas a 5 soles, ya que no deben pagar impuestos?, cuestionó.";"2016-02-22";"correo";"El caos impera en el emporio de Gamarra, en La Victoria, pues sus entradas y principales calles lucen abarrotadas de ambulantes, quienes ofrecen prendas y diversos productos de verano. En un recorrido por la zona, Correo comprobó que los comerciantes informales han invadido los alrededores de las rejas que protegen los ingresos al emporio comercial, impidiendo el tránsito peatonal y vehicular. Los vendedores recorren o se instalan con su mercancía en jirones como Junín, Humboldt y Unanue, siendo sus lugares preferidos las esquinas y fachadas de inmuebles abandonados. El dirigente de Gamarra, Digenes Alva, calificó el panorama como uno de los más críticos, pues ha provocado que los comerciantes formales registren pérdidas de hasta el 60%. ¿Cómo podemos ganarles si ofrecen prendas a 5 soles, ya que no deben pagar impuestos?, cuestionó. Miles de personas visitan diariamente el emporio comercial de Gamarra. El gerente de Fiscalización y Control de La Victoria, Jorge Luis Guevara, negó esta versión y aseguró que personal a su cargo realiza operativos diarios con dos camiones. Cada día retiramos a 300 ambulantes, refiere. Además, reveló que a inicios de este mes se ha establecido una mesa de trabajo con los comerciantes para enfrentar este problema.";"ART_000335";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"2";"argumentative";"La reducción de las exoneraciones tributarias que prevé realizar el Gobierno sería por unos S/7,400 millones";"Según adelantó el ministro de Economía y Finanzas, David Tuesta, hemos hecho una aproximación que podemos acortar en exoneraciones tributarias, señaló en la Comisión de Economía del Congreso, donde sustentó la solicitud de facultades legislativas. Sostuvo que con las facultades legislativas se pretende recuperar el espacio fiscal perdido en los últimos años. Queremos un sistema tributario progresivo para que todos sientan que pagan lo que deben pagar, comentó. S/7,400 millones adicionales podrían contribuir a generar mayores ingresos.";"2018";"Queremos un sistema tributario progresivo para que todos sientan que pagan lo que deben pagar, comentó.";"2018-05-17";"correo";"según adelantó el ministro de Economía y Finanzas, David Tuesta. Hemos hecho una aproximación que podemos acortar en exoneraciones tributarias, señaló en la Comisión de Economía del Congreso, donde sustentó la solicitud de facultades legislativas. Sostuvo que con las facultades legislativas se pretende recuperar el espacio fiscal perdido en los últimos años. Queremos un sistema tributario progresivo para que todos sientan que pagan lo que deben pagar, comentó. S/7,400 millones adicionales podrían contribuir a generar mayores ingresos.";"ART_000336";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"1";"argumentative";"Usan conos para aduearse de espacios";"Afecta el libre tránsito. Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital. Se trata de los conos con candados. Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima. Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse. Este hecho impide que los transeúntes se desplacen adecuadamente.";"2019";"Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital.";"2019-06-29";"correo";"Afecta el libre tránsito. Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital. Se trata de los conos con candados. Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima. Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse. Este hecho impide que los transeúntes se desplacen adecuadamente.";"ART_000391";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"argumentative";"claim";"auto"
"0";"3";"argumentative";"Usan conos para aduearse de espacios";"Afecta el libre tránsito. Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital. Se trata de los conos con candados. Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima. Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse. Este hecho impide que los transeúntes se desplacen adecuadamente.";"2019";"Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima.";"2019-06-29";"correo";"Afecta el libre tránsito. Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital. Se trata de los conos con candados. Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima. Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse. Este hecho impide que los transeúntes se desplacen adecuadamente.";"ART_000391";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"4";"argumentative";"Usan conos para aduearse de espacios";"Afecta el libre tránsito. Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital. Se trata de los conos con candados. Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima. Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse. Este hecho impide que los transeúntes se desplacen adecuadamente.";"2019";"Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse.";"2019-06-29";"correo";"Afecta el libre tránsito. Un grupo de vecinos denunció una nueva modalidad para adueñarse de los espacios públicos en la capital. Se trata de los conos con candados. Esta situación se puede observar a lo largo de la cuadra 15 de la avenida Aurelio García y García, en el Cercado de Lima. Por ejemplo, en dicho lugar unos conos de color anaranjado invaden parte de las veredas para guardar espacios a otros vehículos que vienen a estacionarse. Este hecho impide que los transeúntes se desplacen adecuadamente.";"ART_000391";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"argumentative";"premise";"auto"
"0";"0";"non-argumentative";"Piura. Detienen a policía tras provocar choque que dej 2 personas fallecidas";"Una joven mujer y una menor fallecieron el pasado domingo tras el choque de un mototaxi y una camioneta, que era conducida por un agente de la Policía. El accidente tuvo lugar en el distrito de Colán, en la provincia piurana de Paita, cuando las víctimas regresaban de la playa junto a su familia. En tanto, el agente 502 William Soto Prado qued detenido en la comisaría de San Lucas de Colán.";"2019";"Una joven mujer y una menor fallecieron el pasado domingo tras el choque de un mototaxi y una camioneta, que era conducida por un agente de la Policía.";"2019-01-08";"correo";"Una joven mujer y una menor fallecieron el pasado domingo tras el choque de un mototaxi y una camioneta, que era conducida por un agente de la Policía. El accidente tuvo lugar en el distrito de Colán, en la provincia piurana de Paita, cuando las víctimas regresaban de la playa junto a su familia. En tanto, el agente 502 William Soto Prado qued detenido en la comisaría de San Lucas de Colán.";"ART_000432";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"auto"
"0";"1";"non-argumentative";"Piura. Detienen a policía tras provocar choque que dej 2 personas fallecidas";"Una joven mujer y una menor fallecieron el pasado domingo tras el choque de un mototaxi y una camioneta, que era conducida por un agente de la Policía. El accidente tuvo lugar en el distrito de Colán, en la provincia piurana de Paita, cuando las víctimas regresaban de la playa junto a su familia. En tanto, el agente 502 William Soto Prado qued detenido en la comisaría de San Lucas de Colán.";"2019";"El accidente tuvo lugar en el distrito de Colán, en la provincia piurana de Paita, cuando las víctimas regresaban de la playa junto a su familia.";"2019-01-08";"correo";"Una joven mujer y una menor fallecieron el pasado domingo tras el choque de un mototaxi y una camioneta, que era conducida por un agente de la Policía. El accidente tuvo lugar en el distrito de Colán, en la provincia piurana de Paita, cuando las víctimas regresaban de la playa junto a su familia. En tanto, el agente 502 William Soto Prado qued detenido en la comisaría de San Lucas de Colán.";"ART_000432";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"auto"
"0";"2";"non-argumentative";"Brindar detalles de accidente";"Melcochita regresa mañana a Lima tras choque. Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido. Correo | Redacción. El cómico Pablo Villanueva, más conocido como Melcochita, garantizará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.";"2016";"Correo | Redacción.";"2016-12-25";"correo";"Melcochita regresa mañana a Lima tras choque Impacto de auto con motocicleta en línea el Paín provocó la muerte de un ciclista y dejó un hombre herido Correo | Redacción El cómico Pablo Villanueva, más conocido como Melcochita, garantiará mañana en Lima y ofrecerá una conferencia de prensa para dar detalles del accidente vehicular que tuvo y que ocasionó la muerte de un motociclista y dejó a un hombre herido en Paín (Ascope, La Libertad), informó Susan Villanueva, hija del humorista. Mi padre se encuentra muy apenado. Tiene 81 años de edad. El fatal choque ocurrió el pasado miércoles en Paín. / No se ha podido hablar con mi pap sobre lo que ha pasado exactamente. Él va a venir a Lima el lunes y va a aclarar todo, declaró Susan en RPP Noticias. Cumplir. La hija de Melcochita reafirmó que su padre cubrirá los gastos de la operación y tratamiento de Jorge Luis Saldaña Sánchez, el pasajero de la moto que resultó herido.";"ART_000456";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"non-argumentative";"none";"auto"
